Time	statistics.connectTime (0)	statistics.connectTime (1)	statistics.connectTime (2)	PeerNetwork.retries (0)	PeerNetwork.retries (1)	PeerNetwork.retries (2)
20240529044445	1715.4000000059605	0	6488	0	0	2	ok
20240529044459	0	1524.5999999940395	1358.5999999940395	0	0	0	ok
20240529044509	1110.4000000059605	0	1823.0999999940395	0	0	0	ok
20240529044518	6087.5999999940395	0	1785.300000011921	1	0	0	ok
20240529044533	0	1485.9000000059605	1368.5	0	0	0	ok
20240529044542	0	16473.80000001192	1248.0999999940395	0	4	0	ok
20240529044607	0	1716	1424.4000000059605	0	0	0	ok
20240529044617	0	1712.3999999761581	1497.8999999761581	0	0	0	ok
20240529044626	1504.800000011921	1399	0	0	0	0	ok
20240529044636	0	1679.0999999940395	6144.9000000059605	0	0	1	ok
20240529044650	1589.800000011921	0	1288.7999999821186	0	0	0	ok
20240529044700	1458.0999999940395	0	6156.9000000059605	0	0	1	ok
20240529044714	1685.0999999940395	0	1750.5999999940395	0	0	0	ok
20240529044724	1812	1087	0	0	0	0	ok
20240529044733	1700.6000000238419	0	1789.5999999940395	0	0	0	ok
20240529044743	1524.800000011921	1070.5999999940395	0	0	0	0	ok
20240529044752	6271.899999976158	0	1028.9000000059605	2	0	0	ok
20240529044807	0	6656	6819.300000011921	0	1	1	ok
20240529044822	2914.5999999940395	7458.300000011921	0	0	1	0	ok
20240529044836	1512.199999988079	0	1071.199999988079	0	0	0	ok
20240529044846	6815.300000011921	1705	0	1	0	0	ok
20240529044900	1538.300000011921	1065.699999988079	0	0	0	0	ok
20240529044910	6232.5	1644.800000011921	0	2	0	0	ok
20240529044924	0	6455.5	6348.5	0	1	1	ok
20240529044939	0	2647.100000023842	12351.59999999404	0	0	2	ok
20240529044959	1328.699999988079	1808.5	0	0	0	0	ok
20240529045008	1788.8999999761581	0	1337.199999988079	0	0	0	ok
20240529045018	6249.0999999940395	0	1667.699999988079	1	0	0	ok
20240529045032	3122.7999999821186	0	2386.5	0	0	0	ok
20240529045044	1703	6454.199999988079	0	0	1	0	ok
20240529045059	0	12095.300000011921	1233.5999999940395	0	2	0	ok
20240529045119	0	6501.699999988079	1641.7999999821186	0	1	0	ok
20240529045133	6332.799999982119	0	11056.600000023842	1	0	2	ok
20240529045153	0	1054.199999988079	1445.5	0	0	0	ok
20240529045203
